date;time;channel;ministry;subject;contactReason;outcome;pageTitle;forward;forwardCode
2023-09-11;09:22;Inkomend telefoongesprek;VWS;opvang vluchtelingen uit oekraine;Vraag;Beantwoord;Opvang vluchtelingen uit Oekraïne;;
2023-09-11;09:22;E-mail;OCW;-;Vraag;Doorgestuurd;Contact met het ministerie van Onderwijs, Cultuur en Wetenschap;het Ministerie van Onderwijs, Cultuur en Wetenschap;OCW
2023-09-11;09:26;Inkomend telefoongesprek;SZW;geboorteverlof partnerverlof;Vraag;Beantwoord;Wanneer kan ik als partner geboorteverlof opnemen?;;
2023-09-11;09:27;Inkomend telefoongesprek;BZK;rijksoverheid;Vraag;Doorverwezen;Rijksvastgoedbedrijf;;
2023-09-11;09:28;Inkomend telefoongesprek;JENV;terrorismebestrijding;Vraag;Beantwoord;Terrorismebestrijding;;
2023-09-11;09:28;Inkomend telefoongesprek;JENV;rechtspraak en geschiloplossing;Vraag;Beantwoord;Justis;;
2023-09-11;09:29;Inkomend telefoongesprek;OCW;taal en rekenen op school;Vraag;Beantwoord;Telt het rekenexamen mee voor mijn mbo-diploma?;;
2023-09-11;09:31;Inkomend telefoongesprek;OCW;basisonderwijs;Vraag;Doorgestuurd;Sociaal-emotioneel functioneren en welbevinden in het PO;het Ministerie van Onderwijs, Cultuur en Wetenschap;OCW
2023-09-11;09:31;Inkomend telefoongesprek;SZW;leven lang ontwikkelen;Vraag;Doorverwezen;STAP-budget voor scholing en ontwikkeling;;
2023-09-11;09:31;E-mail;VWS;democratie;Mening;Doorgestuurd;Petitie indienen;het Ministerie van Volksgezondheid, Welzijn en Sport;VWS
2023-09-11;09:32;Twitter;IENW;fiets;Vraag;Beantwoord;Mag ik appen, bellen en naar muziek luisteren op de fiets?;;
2023-09-11;09:33;WhatsApp;OCW;voortgezet algemeen volwassenenonderwijs vavo;Vraag;Beantwoord;Wanneer krijg ik vermindering, vrijstelling of teruggave van lesgeld?;;
2023-09-11;09:34;Inkomend telefoongesprek;IENW;scheepvaart en havens;Vraag;Beantwoord;Bemanningseisen in de binnenvaart;;
2023-09-11;09:37;Inkomend telefoongesprek;JENV;agressie en geweld in de samenleving;Vraag;Doorgestuurd;Agressie en geweld in de samenleving;het Ministerie van Justitie en Veiligheid;JENV
2023-09-11;09:37;Twitter;SZW;bijbaan vakantiewerk en stage door jongeren;Vraag;Beantwoord;Wat voor werk mag ik doen als ik 15 jaar ben?;;
2023-09-11;09:37;Inkomend telefoongesprek;DEF;defensiematerieel;Vraag;Doorverwezen;Ministerie van Defensie;;
2023-09-11;09:37;Inkomend telefoongesprek;OCW;leerplicht;Vraag;Doorverwezen;Leerplicht en kwalificatieplicht;;
2023-09-11;09:38;Inkomend telefoongesprek;VWS;rechten van patient en privacy;Vraag;Doorverwezen;Wat zijn mijn rechten en plichten bij een medische behandeling?;;
2023-09-11;09:38;Inkomend telefoongesprek;DEF;krijgsmacht;Vraag;Beantwoord;Koninklijke Marechaussee;;
2023-09-11;09:41;Inkomend telefoongesprek;VWS;gemeenten;Rappel;Doorgestuurd;Beslisnota bij Kamervragen over negatieve gevolgen brede SPUK-regeling kleinere gemeenten;het Ministerie van Volksgezondheid, Welzijn en Sport;VWS
2023-09-11;09:41;Inkomend telefoongesprek;BZK;omgevingswet;Vraag;Doorverwezen;Wanneer moet ik een Omgevingsvergunning aanvragen?;;
2023-09-11;09:42;Inkomend telefoongesprek;SZW;bijstand;Vraag;Doorverwezen;Wanneer heb ik recht op algemene bijstand?;;
2023-09-11;09:43;Inkomend telefoongesprek;BZK;huurwoning zoeken;Vraag;Beantwoord;Huurwoning zoeken;;
2023-09-11;09:43;Inkomend telefoongesprek;BZK;bezwaar en beroep;Vraag;Geen actie;Hoe kan ik bezwaar maken tegen een beslissing van de overheid?;;
2023-09-11;09:44;E-mail;IENW;luchtvaart;Vraag;Beantwoord;Wat zijn mijn rechten bij vertraging, annulering of overboeking van een vlucht?;;
2023-09-11;09:44;Inkomend telefoongesprek;DEF;-;Vraag;Beantwoord;Contact met het ministerie van Defensie;;
2023-09-11;09:44;Inkomend telefoongesprek;VWS;vaccinatie tegen het coronavirus;Vraag;Doorverwezen;Herhaalprik tegen corona;;
2023-09-11;09:44;WhatsApp;VWS;levenseinde en euthanasie;Vraag;Beantwoord;Wie kan om euthanasie vragen?;;
2023-09-11;09:46;Inkomend telefoongesprek;DEF;overheidspersoneel;Vraag;Beantwoord;Kan ik zonder startkwalificatie bij Defensie gaan werken als ik nog geen 18 ben?;;
2023-09-11;09:47;Inkomend telefoongesprek;SZW;gelijke behandeling op het werk;Vraag;Beantwoord;Mag mijn werkgever mij ontslaan als ik zwanger ben?;;
2023-09-11;09:47;E-mail;LNV;dierenwelzijn;Vraag;Doorverwezen;Mag mijn kat of hond mee op vakantie?;;
2023-09-11;09:48;E-mail;IENW;auto;Vraag;Beantwoord;Uitschrijven uit kentekenregister bij uitvoer voertuig;;
2023-09-11;09:49;WhatsApp;BZK;digitale overheid;Vraag;Beantwoord;Welke informatie kan ik vinden op MijnOverheid?;;
2023-09-11;09:50;Inkomend telefoongesprek;OCW;passend onderwijs;Vraag;Doorverwezen;Krijgt mijn kind leerlingenvervoer?;;
2023-09-11;09:55;Inkomend telefoongesprek;VWS;persoonsgebonden budget pgb;Rappel;Doorgestuurd;Persoonsgebonden budget (pgb);het Ministerie van Volksgezondheid, Welzijn en Sport;VWS
2023-09-11;09:55;Inkomend telefoongesprek;SZW;bijbaan vakantiewerk en stage door jongeren;Vraag;Beantwoord;Hoeveel pauze moet ik krijgen als ik 16 of 17 jaar ben?;;
2023-09-11;09:56;Inkomend telefoongesprek;LNV;voeding;Vraag;Doorverwezen;Eisen aan voedselveiligheid;;
2023-09-11;09:56;WhatsApp;BZK;democratie;Vraag;Doorgestuurd;Hoe richt ik een politieke partij op?;het Ministerie van Binnenlandse Zaken en Koninkrijksrelaties;BZK
2023-09-11;09:57;Inkomend telefoongesprek;JENV;agressie en geweld in de samenleving;Vraag;Beantwoord;Agressie en geweld in de samenleving;;
2023-09-11;09:59;Inkomend telefoongesprek;IENW;verkeersveiligheid;Vraag;Doorgestuurd;Wat is een digitale tachograaf en voor welke voertuigen is deze tachograaf verplicht?;het Ministerie van Infrastructuur en Waterstaat;IENW
2023-09-11;10:00;Inkomend telefoongesprek;JENV;bezwaar en beroep;Vraag;Beantwoord;Hoe kan ik bezwaar maken tegen een beslissing van de overheid?;;
2023-09-11;10:02;E-mail;VWS;zorgverzekering;Vraag;Beantwoord;Wat kost het om een zorgverzekering af te sluiten?;;
2023-09-11;10:03;E-mail;SZW;-;Mening;Doorgestuurd;Kernwaarden van de Nederlandse samenleving;het Ministerie van Sociale Zaken en Werkgelegenheid;SZW
2023-09-11;10:04;Inkomend telefoongesprek;JENV;ouderlijk gezag en voogdij;Vraag;Beantwoord;Voogd aanwijzen voor uw minderjarig kind;;
2023-09-11;10:05;Inkomend telefoongesprek;BZK;verkiezingen;Vraag;Beantwoord;Stemmen buiten Nederland bij verkiezingen;;
2023-09-11;10:05;E-mail;EZK;bescherming van consumenten;Vraag;Beantwoord;Handelsregister (Kamer van Koophandel) inzien;;
2023-09-11;10:05;Inkomend telefoongesprek;SZW;calamiteitenverlof en kort verzuimverlof;Vraag;Beantwoord;Wanneer kan ik calamiteitenverlof of kort verzuimverlof opnemen?;;
2023-09-11;10:06;WhatsApp;JENV;rechtspraak en geschiloplossing;Vraag;Beantwoord;Rechtspraak en geschiloplossing;;
2023-09-11;10:07;Inkomend telefoongesprek;JENV;cybercrime en cybersecurity;Vraag;Doorverwezen;Wat kan ik doen tegen phishing?;;
2023-09-11;10:07;WhatsApp;BZK;omgevingswet;Vraag;Beantwoord;Omgevingswet;;
2023-09-11;10:08;Inkomend telefoongesprek;EZK;energie thuis;Vraag;Beantwoord;Wanneer krijg ik een slimme meter?;;
2023-09-11;10:08;Inkomend telefoongesprek;JENV;curatele bewind en mentorschap;Vraag;Doorverwezen;Hoe kan ik curatele, bewind of mentorschap aanvragen?;;
2023-09-11;10:08;Inkomend telefoongesprek;SZW;-;Vraag;Beantwoord;DUO Servicecentrum Inburgering;;
2023-09-11;10:09;Inkomend telefoongesprek;BZK;energie thuis;Vraag;Doorverwezen;Kan ik subsidie krijgen voor de isolatie van mijn huis?;;
2023-09-11;10:10;Inkomend telefoongesprek;VWS;medicijnen;Vraag;Beantwoord;Wat heb ik nodig als ik mijn medicijnen meeneem op reis?;;
2023-09-11;10:11;Inkomend telefoongesprek;SZW;ontslag;Vraag;Beantwoord;Heb ik recht op een vergoeding als ik word ontslagen?;;
2023-09-11;10:11;Inkomend telefoongesprek;IENW;rijbewijs;Vraag;Doorverwezen;Puntenrijbewijs en beginnersrijbewijs;;
2023-09-11;10:13;Inkomend telefoongesprek;SZW;koopkracht;Vraag;Beantwoord;Hoe vraag ik de eenmalige energietoeslag 2023 aan?;;
2023-09-11;10:14;Inkomend telefoongesprek;OCW;leerlingendaling;Vraag;Beantwoord;Sluiten van scholen;;
2023-09-11;10:14;WhatsApp;SZW;buitenlandse werknemers;Vraag;Beantwoord;Kan ik als buitenlandse zelfstandig ondernemer in Nederland werken?;;
2023-09-11;10:15;Inkomend telefoongesprek;EZK;koopkracht;Vraag;Beantwoord;Hoe krijg ik de € 190 korting op mijn energierekening in november en december (2022)?;;
2023-09-11;10:16;Inkomend telefoongesprek;FIN;inkomstenbelasting;Vraag;Doorverwezen;Voorkomen dubbele belasting;;
2023-09-11;10:16;Inkomend telefoongesprek;BZK;paspoort en identiteitskaart;Vraag;Beantwoord;Is mijn beschadigde paspoort of identiteitskaart geldig?;;
2023-09-11;10:17;Inkomend telefoongesprek;VWS;medicijnen;Vraag;Doorverwezen;Verklaring aanvragen voor medicijnen bij reis naar het buitenland;;
2023-09-11;10:18;Inkomend telefoongesprek;JENV;erven;Vraag;Beantwoord;Wie krijgt de erfenis als er geen erfgenamen bekend zijn?;;
2023-09-11;10:18;Inkomend telefoongesprek;LNV;klimaatverandering;Vraag;Beantwoord;Klimaatverandering en gevolgen;;
2023-09-11;10:19;Inkomend telefoongesprek;JENV;aangifte geboorte en naamskeuze kind;Vraag;Doorgestuurd;Hoe kan ik een spelfout in de geboorteakte laten verbeteren?;het Ministerie van Justitie en Veiligheid;JENV
2023-09-11;10:19;Inkomend telefoongesprek;OCW;hoger onderwijs;Vraag;Doorverwezen;Wanneer betaal ik wettelijk collegegeld en wanneer instellingscollegegeld?;;
2023-09-11;10:19;Inkomend telefoongesprek;BZK;energie thuis;Rappel;Beantwoord;Kan ik subsidie krijgen voor de isolatie van mijn huis?;;
2023-09-11;10:19;E-mail;JENV;opvang vluchtelingen uit oekraine;Vraag;Doorgestuurd;Gefaseerde aanpassing Regeling opvang ontheemden Oekraïne;het Ministerie van Justitie en Veiligheid;JENV
2023-09-11;10:20;WhatsApp;BZK;privacy en persoonsgegevens;Vraag;Beantwoord;Hoe kom ik aan een burgerservicenummer (BSN)?;;
2023-09-11;10:23;Inkomend telefoongesprek;JENV;rechtspraak en geschiloplossing;Vraag;Beantwoord;Openbaar Ministerie (OM);;
2023-09-11;10:25;Inkomend telefoongesprek;BZK;energie thuis;Vraag;Beantwoord;Kan ik subsidie krijgen voor de isolatie van mijn huis?;;
2023-09-11;10:26;Inkomend telefoongesprek;IENW;luchtvaart;Vraag;Doorverwezen;Wat zijn mijn rechten bij vertraging, annulering of overboeking van een vlucht?;;
2023-09-11;10:28;E-mail;VWS;zorgverzekering;Vraag;Beantwoord;Waarvoor ben ik verzekerd via het basispakket van de zorgverzekering?;;
2023-09-11;10:29;WhatsApp;JENV;curatele bewind en mentorschap;Vraag;Beantwoord;Aanvragen mentorschap;;
2023-09-11;10:29;Inkomend telefoongesprek;JENV;curatele bewind en mentorschap;Vraag;Beantwoord;Hoe kan ik curatele, bewind of mentorschap aanvragen?;;
2023-09-11;10:30;E-mail;IENW;afval;Vraag;Beantwoord;Regels over wegwerpplastic;;
2023-09-11;10:30;WhatsApp;LNV;dierenwelzijn;Vraag;Doorverwezen;Dierenwelzijn huis- en hobbydieren;;
2023-09-11;10:31;Inkomend telefoongesprek;BZK;bezwaar en beroep;Vraag;Doorverwezen;Hoe kan ik bezwaar maken tegen een beslissing van de overheid?;;
2023-09-11;10:32;Inkomend telefoongesprek;OCW;middelbaar beroepsonderwijs mbo;Vraag;Beantwoord;Moet ik stage lopen als ik een mbo-opleiding volg?;;
2023-09-11;10:33;E-mail;JENV;immigratie naar nederland;Vraag;Beantwoord;Immigratiebeleid Nederland;;
2023-09-11;10:36;WhatsApp;JENV;immigratie naar nederland;Vraag;Beantwoord;Naar Nederland komen voor partner: wat moet ik regelen?;;
2023-09-11;10:37;Facebook;JENV;aangifte geboorte en naamskeuze kind;Vraag;Beantwoord;Voornaam wijzigen;;
2023-09-11;10:38;Inkomend telefoongesprek;JENV;straffen en maatregelen;Vraag;Doorverwezen;Kan ik mijn buitenlandse straf uitzitten in Nederland?;;
2023-09-11;10:39;Inkomend telefoongesprek;BZK;privacy en persoonsgegevens;Vraag;Beantwoord;Informatie opvragen uit het Nationaal Register Overledenen (NRO);;
2023-09-11;10:40;Inkomend telefoongesprek;SZW;koopkracht;Mening;Doorgestuurd;Hoe vraag ik de eenmalige energietoeslag 2023 aan?;het Ministerie van Sociale Zaken en Werkgelegenheid;SZW
2023-09-11;10:41;Inkomend telefoongesprek;RVB;erven;Vraag;Doorgestuurd;Wie krijgt de erfenis als er geen erfgenamen bekend zijn?;het Rijksvastgoedbedrijf;RVB
2023-09-11;10:41;WhatsApp;BUZA;brexit;Vraag;Beantwoord;Kan ik met een ID-kaart naar het VK reizen? Of heb ik een paspoort nodig?;;
2023-09-11;10:42;Inkomend telefoongesprek;VWS;coronavirus covid-19;Vraag;Beantwoord;Adviezen om luchtweginfecties te voorkomen;;
2023-09-11;10:42;Inkomend telefoongesprek;HC;woning huren;Vraag;Beantwoord;Hoe zorg ik ervoor dat de verhuurder slecht onderhoud aanpakt?;;
2023-09-11;10:42;Inkomend telefoongesprek;JENV;nederlandse nationaliteit;Vraag;Beantwoord;Nederlander worden;;
2023-09-11;10:43;Inkomend telefoongesprek;VWS;kwaliteit van de zorg;Vraag;Beantwoord;Waar kan ik terecht met een klacht over een arts of zorginstelling?;;
2023-09-11;10:43;Inkomend telefoongesprek;BZK;paspoort en identiteitskaart;Vraag;Beantwoord;Heeft mijn kind een eigen paspoort of identiteitskaart nodig?;;
2023-09-11;10:43;Inkomend telefoongesprek;BUZA;vakantie en reizen;Vraag;Beantwoord;Reizen naar Indonesië in 2022: waar moet je aan denken?;;
2023-09-11;10:43;Inkomend telefoongesprek;OCW;studiefinanciering;Vraag;Beantwoord;Heb ik recht op een ov-chipkaart voor studenten?;;
2023-09-11;10:44;Inkomend telefoongesprek;SZW;minimumloon;Vraag;Beantwoord;Heb ik recht op het minimumloon als ik stage loop?;;
2023-09-11;10:44;Inkomend telefoongesprek;DEF;-;Vraag;Beantwoord;Contact met het ministerie van Defensie;;
2023-09-11;10:44;Inkomend telefoongesprek;BUZA;-;Vraag;Beantwoord;Reizen naar de Verenigde Staten: waar moet je aan denken?;;
2023-09-11;10:45;Inkomend telefoongesprek;FIN;belasting betalen;Vraag;Beantwoord;Wanneer betaal ik erfbelasting?;;
2023-09-11;10:45;Inkomend telefoongesprek;EZK;koopkracht;Vraag;Beantwoord;Hoe krijg ik de € 190 korting op mijn energierekening in november en december (2022)?;;
2023-09-11;10:45;Inkomend telefoongesprek;OCW;passend onderwijs;Vraag;Doorgestuurd;Leerling toelaten tot het speciaal onderwijs;het Ministerie van Onderwijs, Cultuur en Wetenschap;OCW
2023-09-11;10:46;Inkomend telefoongesprek;IENW;voertuigen op de weg;Vraag;Beantwoord;Regels voor brommobielen;;
2023-09-11;10:46;Inkomend telefoongesprek;SZW;koopkracht;Vraag;Beantwoord;Hoe vraag ik de eenmalige energietoeslag 2023 aan?;;
2023-09-11;10:46;Inkomend telefoongesprek;VWS;zorgverzekering;Vraag;Beantwoord;Verplichte zorgverzekering afsluiten;;
2023-09-11;10:47;Inkomend telefoongesprek;VWS;coronavirus covid-19;Vraag;Beantwoord;Adviezen om luchtweginfecties te voorkomen;;
2023-09-11;10:48;Inkomend telefoongesprek;SZW;-;Vraag;Doorverwezen;DUO Servicecentrum Inburgering;;
2023-09-11;10:49;Inkomend telefoongesprek;BUZA;kwaliteit en integriteit overheidsinstanties;Vraag;Doorverwezen;Ministerie van Buitenlandse Zaken (BZ);;
2023-09-11;10:49;Inkomend telefoongesprek;DEF;defensiepersoneel;Vraag;Doorverwezen;Defensiepersoneel;;
2023-09-11;10:50;Inkomend telefoongesprek;SZW;aow;Vraag;Beantwoord;Hoe hoog is mijn AOW?;;
2023-09-11;10:50;Inkomend telefoongesprek;DEF;krijgsmacht;Vraag;Doorverwezen;Koninklijke Marechaussee;;
2023-09-11;10:50;Inkomend telefoongesprek;BZK;paspoort en identiteitskaart;Vraag;Beantwoord;Hoe lang is een paspoort of Nederlandse identiteitskaart geldig?;;
2023-09-11;10:52;Inkomend telefoongesprek;SZW;minimumloon;Vraag;Beantwoord;Heb ik recht op het minimumloon als ik stage loop?;;
2023-09-11;10:53;E-mail;SZW;leven lang ontwikkelen;Mening;Doorgestuurd;Aangepaste ronde STAP-budget 18 september van start;het Ministerie van Sociale Zaken en Werkgelegenheid;SZW
2023-09-11;10:53;Inkomend telefoongesprek;BZK;woning huren;Vraag;Beantwoord;Waarom betaal ik servicekosten en kosten voor gas, water en elektriciteit?;;
2023-09-11;10:53;Inkomend telefoongesprek;OCW;hoger onderwijs;Vraag;Doorverwezen;Dienst Uitvoering Onderwijs (DUO) voor studenten en scholieren;;
2023-09-11;10:54;E-mail;LNV;landelijk gebied aanpak stikstof natuur water en klimaat;Mening;Doorgestuurd;Aanpak stikstofuitstoot verminderen;het Ministerie van Landbouw, Natuur en Voedselkwaliteit;LNV
2023-09-11;10:54;WhatsApp;BZK;wet open overheid woo;Vraag;Beantwoord;Wat gebeurt er nadat ik een Woo-verzoek heb gedaan?;;
2023-09-11;10:55;E-mail;VWS;zorgverzekering;Vraag;Beantwoord;Moet ik een zorgverzekering afsluiten als ik in Nederland ga werken?;;
2023-09-11;10:55;Inkomend telefoongesprek;DUO;-;Vraag;Doorverwezen;DUO Servicecentrum Inburgering;;
2023-09-11;10:56;Inkomend telefoongesprek;BZK;wet open overheid woo;Mening;Beantwoord;Bij welke organisaties kan ik een Woo-verzoek indienen?;;
2023-09-11;10:56;E-mail;JENV;bescherming van consumenten;Vraag;Beantwoord;Waar kan ik terecht voor juridisch advies?;;
2023-09-11;10:57;Inkomend telefoongesprek;JENV;arbeidsovereenkomst en cao;Vraag;Doorverwezen;Hoe vraag ik een Verklaring Omtrent het Gedrag (VOG) aan?;;
2023-09-11;10:57;Inkomend telefoongesprek;OCW;eindexamens voortgezet onderwijs;Vraag;Beantwoord;Servicedocument staatsexamen 2023;;
2023-09-11;10:58;E-mail;JENV;levenseinde en euthanasie;Vraag;Beantwoord;Euthanasie en de wet: sterven met hulp van een arts;;
2023-09-11;11:01;Inkomend telefoongesprek;BZK;leefbaarheid;Vraag;Doorverwezen;Wat moet ik doen bij burenoverlast?;;
2023-09-11;11:02;WhatsApp;BZK;bouwregelgeving;Vraag;Beantwoord;Waar vind ik de regels voor brandveiligheid van gebouwen?;;
2023-09-11;11:02;Inkomend telefoongesprek;JENV;erkenning kind;Vraag;Doorverwezen;Wanneer en waar kan ik mijn kind erkennen?;;
2023-09-11;11:02;Inkomend telefoongesprek;SZW;ziektewet-uitkering;Vraag;Doorverwezen;Hoe lang heb ik recht op een Ziektewet-uitkering?;;
2023-09-11;11:02;E-mail;IENW;afval;Mening;Onduidelijke vraag -> Terugbellen;Waar kan ik plastic verpakkingen inleveren?;;
2023-09-11;11:02;Inkomend telefoongesprek;VWS;levenseinde en euthanasie;Vraag;Beantwoord;Hoe schrijf ik een wilsverklaring?;;
2023-09-11;11:03;Inkomend telefoongesprek;SZW;ouderschapsverlof;Vraag;Beantwoord;Wanneer heb ik recht op ouderschapsverlof?;;
2023-09-11;11:03;Inkomend telefoongesprek;SZW;-;Vraag;Doorgestuurd;Organisatie van ministerie van Sociale Zaken en Werkgelegenheid;het Ministerie van Sociale Zaken en Werkgelegenheid;SZW
2023-09-11;11:04;Inkomend telefoongesprek;JENV;ouderlijk gezag en voogdij;Vraag;Beantwoord;Wanneer krijg ik gezag over een kind?;;
2023-09-11;11:06;Inkomend telefoongesprek;BZK;privacy en persoonsgegevens;Vraag;Beantwoord;Privacy en persoonsgegevens;;
2023-09-11;11:06;Inkomend telefoongesprek;SZW;wajong;Vraag;Doorverwezen;Wanneer heb ik recht op Wajong?;;
2023-09-11;11:06;E-mail;BUZA;rijksoverheid;Vraag;Beantwoord;Wopke Hoekstra vertrekt als minister van Buitenlandse Zaken;;
2023-09-11;11:06;Inkomend telefoongesprek;BUZA;paspoort en identiteitskaart;Vraag;Doorverwezen;Waar kan ik een paspoort of ID-kaart aanvragen als ik in het buitenland woon?;;
2023-09-11;11:07;E-mail;IENW;omgevingswet;Vraag;Doorgestuurd;Wanneer moet ik als bedrijf een milieuvergunning aanvragen of een melding Activiteitenbesluit doen?;de Rijkswaterstaat Informatielijn;IENW-RIL
2023-09-11;11:07;Inkomend telefoongesprek;OCW;hoger onderwijs;Vraag;Beantwoord;Dienst Uitvoering Onderwijs (DUO) voor studenten en scholieren;;
2023-09-11;11:08;Inkomend telefoongesprek;JENV;scheiden of uit elkaar gaan;Vraag;Beantwoord;Scheiden of uit elkaar gaan;;
2023-09-11;11:08;Inkomend telefoongesprek;SZW;buitenlandse werknemers;Vraag;Beantwoord;Vergunningen buitenlandse werknemers;;
2023-09-11;11:09;Inkomend telefoongesprek;VWS;rechten van mensen met een beperking;Vraag;Beantwoord;Onbeperkt meedoen;;
2023-09-11;11:13;Inkomend telefoongesprek;SZW;minimumloon;Vraag;Beantwoord;Heb ik recht op het minimumloon als ik stage loop?;;
2023-09-11;11:13;E-mail;SZW;werktijden;Vraag;Doorgestuurd;Wat zijn de wettelijke regels voor pauzes tijdens mijn werk?;het Ministerie van Sociale Zaken en Werkgelegenheid;SZW
2023-09-11;11:13;Inkomend telefoongesprek;IENW;rijbewijs;Vraag;Beantwoord;Kan ik mijn buitenlandse rijbewijs omwisselen voor een Nederlands rijbewijs?;;
2023-09-11;11:13;Inkomend telefoongesprek;OCW;studiefinanciering;Vraag;Doorverwezen;Heb ik recht op een ov-chipkaart voor studenten?;;
2023-09-11;11:14;Inkomend telefoongesprek;SZW;ww-uitkering;Vraag;Beantwoord;Wanneer heb ik recht op een WW-uitkering?;;
2023-09-11;11:14;Inkomend telefoongesprek;BZK;zakendoen met het rijk;Vraag;Doorgestuurd;Categorie Inhuur Professionals;het Ministerie van Binnenlandse Zaken en Koninkrijksrelaties;BZK
2023-09-11;11:15;Inkomend telefoongesprek;VWS;coronavirus covid-19;Vraag;Doorverwezen;Testen op corona;;
2023-09-11;11:16;Inkomend telefoongesprek;VWS;vaccinaties;Vraag;Beantwoord;Kan ik de vaccinaties van mijn kind uitstellen?;;
2023-09-11;11:16;Inkomend telefoongesprek;JENV;opvang vluchtelingen uit oekraine;Vraag;Beantwoord;Aankomst, registratie en verblijf van vluchtelingen uit Oekraïne;;
2023-09-11;11:17;Inkomend telefoongesprek;SZW;arbeidsomstandigheden;Vraag;Beantwoord;Arbeidsomstandigheden: temperatuur en werk;;
2023-09-11;11:19;E-mail;JENV;buitenlandse werknemers;Vraag;Beantwoord;Naar Nederland komen voor werk: wat moet ik regelen?;;
2023-09-11;11:19;Inkomend telefoongesprek;SZW;ontslag;Vraag;Beantwoord;Hoe hoog is de transitievergoeding als ik word ontslagen?;;
2023-09-11;11:20;Inkomend telefoongesprek;JENV;ouderlijk gezag en voogdij;Vraag;Doorverwezen;Ouderlijk gezag en voogdij;;
2023-09-11;11:20;E-mail;EZK;energie thuis;Vraag;Doorverwezen;Kan ik subsidie krijgen voor de isolatie van mijn huis?;;
2023-09-11;11:21;Inkomend telefoongesprek;BZK;paspoort en identiteitskaart;Vraag;Beantwoord;Hoe lang is een paspoort of Nederlandse identiteitskaart geldig?;;
2023-09-11;11:22;E-mail;JENV;opvang vluchtelingen uit oekraine;Mening;Doorgestuurd;Bevriezing beëindiging Richtlijn Tijdelijke Bescherming voor derdelanders uit Oekraïne;het Ministerie van Justitie en Veiligheid;JENV
2023-09-11;11:22;Inkomend telefoongesprek;BZK;privacy en persoonsgegevens;Vraag;Doorverwezen;Basisregistratie Personen (BRP);;
2023-09-11;11:23;Inkomend telefoongesprek;SZW;koopkracht;Vraag;Beantwoord;Hoe vraag ik de eenmalige energietoeslag 2023 aan?;;
2023-09-11;11:25;E-mail;EZK;duurzame energie;Vraag;Doorgestuurd;Rijksoverheid zet in op energiebesparing;de Rijksdienst voor Ondernemend Nederland;EZ-RVON
2023-09-11;11:26;Inkomend telefoongesprek;SZW;-;Vraag;Doorverwezen;DUO Servicecentrum Inburgering;;
2023-09-11;11:27;Inkomend telefoongesprek;IENW;auto;Vraag;Beantwoord;Auto;;
2023-09-11;11:27;Inkomend telefoongesprek;VWS;zorg en ondersteuning thuis;Vraag;Doorverwezen;Wet maatschappelijke ondersteuning (Wmo);;
2023-09-11;11:28;Inkomend telefoongesprek;VWS;vaccinaties;Vraag;Beantwoord;Waar kan ik terecht als ik vragen heb over vaccineren?;;
2023-09-11;11:30;WhatsApp;BZK;woning huren;Vraag;Doorverwezen;Welke kosten zijn voor de huurder en welke voor de verhuurder?;;
2023-09-11;11:31;E-mail;SZW;inburgeren in nederland;Vraag;Beantwoord;Statushouders sneller aan het werk;;
2023-09-11;11:31;Inkomend telefoongesprek;OCW;leerplicht;Vraag;Doorverwezen;Leerplicht en kwalificatieplicht;;
2023-09-11;11:31;E-mail;JENV;opvang vluchtelingen uit oekraine;Vraag;Doorverwezen;Hulp aan vluchtelingen uit Oekraïne: wat kan ik doen?;;
2023-09-11;11:33;Inkomend telefoongesprek;BUZA;ambassades consulaten en overige vertegenwoordigingen;Vraag;Doorverwezen;Bij welke problemen in het buitenland kunnen Nederlandse ambassades of consulaten mij helpen?;;
2023-09-11;11:34;E-mail;EZK;onderwijs en internationalisering;Vraag;Doorverwezen;Diplomawaardering buitenlands diploma aanvragen;;
2023-09-11;11:36;E-mail;OCW;middelbaar beroepsonderwijs mbo;Vraag;Doorgestuurd;Kunnen werkgevers subsidie krijgen als zij een leerplaats aanbieden?;het Ministerie van Onderwijs, Cultuur en Wetenschap;OCW
2023-09-11;11:37;Inkomend telefoongesprek;SZW;buitenlandse werknemers;Vraag;Beantwoord;Mag ik als buitenlandse werknemer in Nederland werken?;;
2023-09-11;11:38;Inkomend telefoongesprek;BZK;gemeenten;Vraag;Beantwoord;Kan ik mijzelf laten inschrijven op een briefadres?;;
2023-09-11;11:39;Inkomend telefoongesprek;SZW;uitkering oudere werklozen ioaw iow ioaz;Vraag;Beantwoord;Uitkering oudere werklozen (IOAW, IOW, IOAZ);;
2023-09-11;11:39;Inkomend telefoongesprek;DEF;-;Vraag;Beantwoord;Contact met het ministerie van Defensie;;
2023-09-11;11:39;Inkomend telefoongesprek;JENV;curatele bewind en mentorschap;Vraag;Doorverwezen;Wat kan ik doen als (ik vermoed dat) mijn bewindvoerder, curator of mentor onbetrouwbaar is?;;
2023-09-11;11:40;WhatsApp;JENV;straffen en maatregelen;Vraag;Beantwoord;Wat gebeurt er als ik een boete krijg voor een verkeersovertreding of snelheidsovertreding?;;
2023-09-11;11:41;E-mail;FIN;bescherming van consumenten;Vraag;Doorverwezen;Wat is de maximale rente die ik betaal voor een lening?;;
